Date,Open,Close,RSI,EMA,WMA,ROC,TEMA,CMO,SAR,WILLR,CCI,PPO,MACD,HMA,ADX
1981-04-20,0.114955,0.090238,48.094733682590665,0.09145754548049752,0.09124202795698923,-2.829883918764675,0.09337232853630445,-3.8105326348186668,0.12473214,-207.64589928917025,-32.36327852396796,2.207873389926276,0.00010416648938721407,0.0961188841269854,12.884596415784243
1981-04-21,0.122768,0.096371,56.662178145726074,0.09177454254627188,0.09173004086021504,5.769695107228312,0.09418163830671471,13.32435629145215,0.12446963720000001,-171.0112896481691,73.90644184303197,1.2619075738940455,0.0007683546144555686,0.09495026182795825,12.894044544874863
1981-04-22,0.127232,0.099875,60.65771608262964,0.09229715270457692,0.0924149139784946,10.679536337241524,0.09551648489829269,21.3154321652593,0.111607,-142.92662946085707,123.1136299111138,0.640225861417611,0.0017191738135355905,0.0957750961597555,13.402599320444985
1981-04-23,0.13058,0.102503,63.384315178982334,0.09295559446557196,0.09322411612903225,8.333509480225754,0.09714981936425134,26.768630357964657,0.11193066,-146.61307664738106,153.54205719947464,0.24666373740288247,0.002674393891048621,0.09813236856118919,14.22044485424429
1981-04-24,0.13058,0.101627,61.845683947415665,0.09351503998392216,0.0939193376344086,5.453922860611593,0.09840546053839268,23.691367894831316,0.1126989536,-151.09825405765193,117.8233019856565,1.1338362655500118,0.003035106657671094,0.10075916395289426,14.794342123323002
1981-04-27,0.128906,0.100751,60.27010781636603,0.0939818761139917,0.09450905591397848,3.138659978502334,0.0993272876869414,20.540215632732046,0.113436515456,-155.5834314679228,87.19679919979956,2.864978333412305,0.003011369756179022,0.10302841157194191,15.136304489886637
1981-04-28,0.126674,0.098999,57.13503814369025,0.09430556152599223,0.09493675483870967,1.3451399907867145,0.0997958846976445,14.270076287380515,0.11414457483776,-164.55378628846444,50.53812240663901,3.8193341595618318,0.0026074138443115263,0.1043430119559665,15.069813255038895
1981-04-29,0.125,0.097685,54.83136818910494,0.09452358981463789,0.09524105591397847,0.0,0.09994610832560422,9.662736378209908,0.1148243118442496,-171.28155240387076,18.01818418806852,3.5132262310612443,0.0020506409049546453,0.10445594920635054,14.723807954305414
1981-04-30,0.126674,0.099437,57.30329451201951,0.09484058402014513,0.09563106881720426,7.075786617276503,0.10037354222143384,14.606589024039035,0.11547685937047962,-162.31119758332903,53.778663340226345,3.0958146326268756,0.0019109920712510747,0.1040361425755262,14.776206813274877
1981-05-01,0.126674,0.099437,57.30329451201952,0.09513712698658738,0.09600129892473114,13.500896026663911,0.10072580678486086,14.606589024039037,0.11610330499566043,-162.31119758332903,48.88200957609259,2.3545434190625483,0.0017554618333559396,0.1033783182795713,14.825112414979708
1981-05-04,0.126674,0.098999,56.40823792008106,0.09538628008422691,0.09632160430107524,9.70877014118221,0.10093255433016737,12.816475840162136,0.11670469279583402,-164.55378628846444,33.186488522745776,1.8130796494928227,0.0015251675120516311,0.10262825340501934,14.761867296321002
1981-05-05,0.126116,0.098561,55.475083427150075,0.0955911007239542,0.09659481075268815,2.2724678585881675,0.10101194753638786,10.950166854300154,0.11728202508400067,-166.7963749935999,22.096060340588217,1.3777798136661978,0.001256370435806023,0.10183824813108182,14.58953659927917
1981-05-06,0.122768,0.095933,50.117863220382695,0.09561315874176361,0.09668810537634406,-3.9469336670838517,0.10058312602884674,0.23572644076538282,0.11783626408064064,-180.2519072244124,-30.936362289803878,0.9746791512851899,0.0006211447475880094,0.10059386205837317,13.774007589892129
1981-05-07,0.123884,0.097247,52.58348173778605,0.09571856785519822,0.09686052043010748,-5.127654800347303,0.10042551820310618,5.166963475572108,0.11836833351741502,-173.52414110900614,-11.061686272738593,0.5980459600675889,0.00041312352289504806,0.09951852191500403,13.304456902850154
1981-05-08,0.125,0.098123,54.20850318884093,0.09587369250970157,0.09707720430107525,-3.44790262430259,0.100427254431804,8.417006377681858,0.11887912017671842,-204.01038126428966,-9.868433492544174,-0.3412418873738206,0.00040914156021569503,0.09885744490527541,13.05900236034685
1981-05-11,0.122768,0.095933,49.629277175767754,0.09587751879939824,0.09713469892473114,-4.7820865301585025,0.10001331189882293,-0.7414456484644913,0.11936947536964969,-394.32123655913955,-122.12617429013795,-1.3156429275838453,4.007634924767245e-05,0.09803944807987859,12.26950043068658
1981-05-12,0.12221,0.095933,49.629277175767754,0.09588109823169512,0.09717240860215048,-3.0970009798078735,0.09963385869912925,-0.7414456484644887,0.11984021635486371,-394.32123655913955,-107.7565187458776,-1.8039989385857602,-0.00019202070579475705,0.09712060010240808,11.74217392358546
1981-05-13,0.12221,0.095495,48.67552687689707,0.09585618866835995,0.09716207526881715,-2.241899984644513,0.09920675898938373,-2.6489462462058655,0.12029212770066916,-375.74320050600863,-107.0791726105567,-2.031810914203082,-0.000400616339989307,0.09617025729646854,11.133398981412903
1981-05-14,0.121094,0.094181,45.83006267429509,0.09574811198007865,0.097046240860215,-5.285758822168807,0.09858068048373,-8.339874651409813,0.131138,-343.32201471420484,-144.02237032537104,-1.774860199367759,-0.0007278594563612933,0.09514076257040611,10.566813754468114
1981-05-15,0.122768,0.096371,50.97407172123756,0.09578829830394454,0.09705191182795693,-3.0833593129318104,0.09841768199052095,1.9481434424751227,0.1309148,-364.4153225806454,-42.16402190703621,-1.5716790206993199,-0.0005544271377951743,0.09466726077829146,10.362212356800274
1981-05-18,0.125,0.098123,54.681664370700304,0.09593892421981909,0.09716213548387093,-0.8848574228022543,0.09858193926016547,9.363328741400602,0.130696064,-379.76190476190527,40.23271150256472,-1.3945634825262525,-0.00014465954091294475,0.09494242150537803,10.481015201145569
1981-05-19,0.123326,0.096371,50.56363747100766,0.09596680007660495,0.09714802150537628,-2.2219742088655736,0.09839758109891342,1.1272749420153378,0.13048170272,-402.1889400921665,-47.14708831291564,-1.1416976888234744,-0.0001649598092575144,0.09527157782898281,10.091332046196472
1981-05-20,0.126674,0.099437,56.708012440598864,0.09619068394263043,0.09732040860215048,3.6525491749449968,0.09878219212676145,13.416024881197721,0.13027162866560002,-362.94162826420944,100.61793472020636,-0.6601894653327466,0.00032099394478632415,0.09618850404506067,10.525323314823043
1981-05-21,0.133929,0.105132,65.32815449850384,0.09676754304310589,0.09784043225806445,8.108219276687212,0.10014153580843213,30.65630899700767,0.119978,-202.32269625749535,266.8956302920509,0.5979419576927159,0.0015285188287499224,0.09858506075268998,11.863511610662261
1981-05-22,0.140067,0.10995,70.6521838217628,0.09761802413709907,0.09864868387096767,12.053239301692775,0.10219298845109573,41.3043676435256,0.12026818,-147.29073331761376,291.29113423046414,2.5526006766551204,0.0030029533516289647,0.1027086006400428,13.817579707789452
1981-05-26,0.140067,0.109512,69.60577652099657,0.09838537741857654,0.09939947526881714,14.15467044708285,0.10389312292388453,39.211553041993135,0.1211047728,-149.35628389530774,187.10563591878724,4.037571099278734,0.0037468337372987687,0.10709795046083136,15.515035726188556
1981-05-27,0.147321,0.115644,75.15390000588671,0.0994988369399587,0.10052044516129023,20.546631503236632,0.10647293972688103,50.30780001177343,0.12190790188799999,-115.5334934231748,195.95969068297862,5.7689813321272725,0.00506344348772457,0.1121336121607802,17.777815814052747
